fullname,category,article_number,images,Footing,Armrests,Gas_lift,Mechanism,Features,Rollers,Specifications,Extras,Metadata,Link_arm
Стул Джуно D8 (темный орех) S-0401 (черный),,djuno,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/66f/e66024y2yp150l26at6t486z5lvah2ap.webp; https://utfc.ru/upload/resize_cache/iblock/66f/140_140_0/e66024y2yp150l26at6t486z5lvah2ap.png; https://utfc.ru/upload/resize_cache/iblock/7e6/140_140_0/fyhhz8u5cd1ho0tu3xdobhrgd70bz906.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/68c/f9917casxnif8h5r4e3kmmhj0xif68oy.webp; https://utfc.ru/upload/resize_cache/iblock/496/140_140_0/dliwyp4epd4kvzwc6fxmu4daq8ctgoe4.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7e6/fyhhz8u5cd1ho0tu3xdobhrgd70bz906.webp; https://utfc.ru/upload/resize_cache/iblock/b4d/140_140_0/uhqzxl3q2scqt1u7gz7e2j3ftkr1mcci.png; https://utfc.ru/upload/resize_cache/iblock/68c/140_140_0/f9917casxnif8h5r4e3kmmhj0xif68oy.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/496/dliwyp4epd4kvzwc6fxmu4daq8ctgoe4.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b4d/uhqzxl3q2scqt1u7gz7e2j3ftkr1mcci.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""550 мм"", ""Высота:"": ""810 мм"", ""Глубина:"": ""610 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,07 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,07 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/djuno/
Стул С-07 Шелл бежевый GR BOX2,,shell_gr,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/29b/dk7ltg537pphr83cpysqa6u216enjx32.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4cf/e61a5u0gx8gudibns4cz7902nlgp8iqr.webp; https://utfc.ru/upload/resize_cache/iblock/4cf/140_140_0/e61a5u0gx8gudibns4cz7902nlgp8iqr.png; https://utfc.ru/upload/resize_cache/iblock/5ba/140_140_0/qv64831l8mpcyw9hvso70jgmfkrm4fxq.png; https://utfc.ru/upload/resize_cache/iblock/29b/140_140_0/dk7ltg537pphr83cpysqa6u216enjx32.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3e5/0928d153j5mla23abgzs5kf0bcplqaau.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5ba/qv64831l8mpcyw9hvso70jgmfkrm4fxq.webp; https://utfc.ru/upload/resize_cache/iblock/041/140_140_0/k3etq1hc1bz98j984rbz4hzw81cj7s7w.png; https://utfc.ru/upload/resize_cache/iblock/3e5/140_140_0/0928d153j5mla23abgzs5kf0bcplqaau.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/041/k3etq1hc1bz98j984rbz4hzw81cj7s7w.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""460 мм"", ""Высота:"": ""840 мм"", ""Глубина:"": ""540 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""560 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""500 мм"", ""Вес брутто:"": ""3,45-4,8 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,035-0,09 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""560 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""500 мм"", ""Вес брутто:"": ""3,45-4,8 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,035-0,09 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/shell_gr/
Стул Кремона 4К BL Velutto 03 (бежевый),,kremona_4k,https://utfc.ru/upload/resize_cache/iblock/3ba/140_140_0/naq3gks0v4qr5fdqjzxitopql7sws609.png; https://utfc.ru/upload/resize_cache/iblock/a9e/140_140_0/vnb26cdcoyf8551ecjsfjgrqm6oywb8o.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3ba/naq3gks0v4qr5fdqjzxitopql7sws609.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ce1/23bt3aip9k4bh7wgcmpwzir1b4yaonf3.webp; https://utfc.ru/upload/resize_cache/iblock/a9a/140_140_0/wv4oakqn21aya6lhdhcskwy95kuna3ui.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b62/4g6ew7q3ishlreywemjr70lspky91e59.webp; https://utfc.ru/upload/resize_cache/iblock/b62/140_140_0/4g6ew7q3ishlreywemjr70lspky91e59.png; https://utfc.ru/upload/resize_cache/iblock/ce1/140_140_0/23bt3aip9k4bh7wgcmpwzir1b4yaonf3.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a9e/vnb26cdcoyf8551ecjsfjgrqm6oywb8o.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a9a/wv4oakqn21aya6lhdhcskwy95kuna3ui.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""540 мм"", ""Высота:"": ""810 мм"", ""Глубина:"": ""600 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""8,9 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп), стрейч-пленка (каркас)"", ""Объём:"": ""0,114 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""8,9 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп), стрейч-пленка (каркас)"", ""Объём:"": ""0,114 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/kremona_4k/
Стул Сиена 4К BL Velutto 03 (бежевый),,siena_4k,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7d8/wcw494344pjkuo96amc6p5wwuhp7kp5r.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f44/g30g2bup4pptmg05nbjh781b74mjzwfa.webp; https://utfc.ru/upload/resize_cache/iblock/528/140_140_0/596ucslno921avi0z4iobppnk1linq1m.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ac5/ufbn8za4hc6mzomx4l9e0m9p1770wqit.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/eee/75c52ji6zjc73hdah1oiz6d3uhjssu37.webp; https://utfc.ru/upload/resize_cache/iblock/f44/140_140_0/g30g2bup4pptmg05nbjh781b74mjzwfa.png; https://utfc.ru/upload/resize_cache/iblock/ac5/140_140_0/ufbn8za4hc6mzomx4l9e0m9p1770wqit.png; https://utfc.ru/upload/resize_cache/iblock/7d8/140_140_0/wcw494344pjkuo96amc6p5wwuhp7kp5r.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/528/596ucslno921avi0z4iobppnk1linq1m.webp; https://utfc.ru/upload/resize_cache/iblock/eee/140_140_0/75c52ji6zjc73hdah1oiz6d3uhjssu37.png,,,,,,,"{""Размер:"": {""Ширина:"": ""490 мм"", ""Высота:"": ""955 мм"", ""Глубина:"": ""570 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""8,55 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп), стрейч-пленка (каркас)"", ""Объём:"": ""0,114 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""8,55 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп), стрейч-пленка (каркас)"", ""Объём:"": ""0,114 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/siena_4k/
Стул Афродита Люкс СН TW-01/Е105-к/Е11-к (черный/оранжевый/черный) со столиком,,afrodita_lux_ch_stolik,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/89d/7jfkqpi707b42fey3wyhxj11f44me5sf.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e00/iljaqqmchazuxf50fbowutdeh9ncc5w4.webp; https://utfc.ru/upload/resize_cache/iblock/e00/140_140_0/iljaqqmchazuxf50fbowutdeh9ncc5w4.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7a2/kapupkq6mkzl2219ar6yd8oy5q8mugvk.webp; https://utfc.ru/upload/resize_cache/iblock/a9d/140_140_0/gj2td08hkic4pqumzg8epwwkxpumvsbi.png; https://utfc.ru/upload/resize_cache/iblock/7a2/140_140_0/kapupkq6mkzl2219ar6yd8oy5q8mugvk.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e3d/g55pwo9g00cjjeir3074rm5bmleym5k6.webp; https://utfc.ru/upload/resize_cache/iblock/89d/140_140_0/7jfkqpi707b42fey3wyhxj11f44me5sf.png; https://utfc.ru/upload/resize_cache/iblock/e3d/140_140_0/g55pwo9g00cjjeir3074rm5bmleym5k6.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a9d/gj2td08hkic4pqumzg8epwwkxpumvsbi.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""540 мм"", ""Высота:"": ""850 мм"", ""Глубина:"": ""730 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""960 мм"", ""Глубина упаковки:"": ""620 мм"", ""Вес брутто:"": ""5,2 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,4 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""960 мм"", ""Глубина упаковки:"": ""620 мм"", ""Вес брутто:"": ""5,2 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,4 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/afrodita_lux_ch_stolik/
,,,,,,,,,,,,,https://utfc.ru/catalog/
Стул складной Компакт GR Moderno 11 (мокко),,kompakt_gr,https://utfc.ru/upload/resize_cache/iblock/566/140_140_0/rpejjtw89gbxft01k3brg555kjvqy1x4.png; https://utfc.ru/upload/resize_cache/iblock/a2c/140_140_0/m9jeonmw35d9yymxooxg23bxvazb7lpa.png; https://utfc.ru/upload/resize_cache/iblock/d21/140_140_0/2fzvfy7ojokjcsshu0t0o2w21ws2yvb4.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5be/z2o0qgefosnimuy3m1gsgq5vykwn9inj.webp; https://utfc.ru/upload/resize_cache/iblock/f88/140_140_0/sk15l6h8lvc1s1pthy4e30tyg87b6y0e.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d21/2fzvfy7ojokjcsshu0t0o2w21ws2yvb4.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a2c/m9jeonmw35d9yymxooxg23bxvazb7lpa.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f88/sk15l6h8lvc1s1pthy4e30tyg87b6y0e.webp; https://utfc.ru/upload/resize_cache/iblock/5be/140_140_0/z2o0qgefosnimuy3m1gsgq5vykwn9inj.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/566/rpejjtw89gbxft01k3brg555kjvqy1x4.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""395 мм"", ""Высота:"": ""820 мм"", ""Глубина:"": ""500 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""1045 мм"", ""Высота упаковки:"": ""500 мм"", ""Глубина упаковки:"": ""290 мм"", ""Вес брутто:"": ""5,44 кг"", ""Материал упаковки:"": ""Гофрокартон (1шт/уп или 4шт/уп)"", ""Объём:"": ""0,038 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""1045 мм"", ""Высота упаковки:"": ""500 мм"", ""Глубина упаковки:"": ""290 мм"", ""Вес брутто:"": ""5,44 кг"", ""Материал упаковки:"": ""Гофрокартон (1шт/уп или 4шт/уп)"", ""Объём:"": ""0,038 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/kompakt_gr/
Стул Афродита Люкс СН TW-01/Е105-к/Е11-к (черный/оранжевый/черный),,afrodita_lux_ch,https://utfc.ru/upload/resize_cache/iblock/9f2/140_140_0/mva6z9joa5cv0n6cyb28vdt0nz3x98nt.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/277/7msq9rr5dn996fgzipsjta3tnxg7drl0.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c51/pb4dugnb3y0ud4n1chngury1dgte0l7o.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b0f/d0wgt4f1r0j18o88h468fpwkzri2r9hy.webp; https://utfc.ru/upload/resize_cache/iblock/b0f/140_140_0/d0wgt4f1r0j18o88h468fpwkzri2r9hy.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/431/16ac9bhyteolef4u7g0x9glhu9pdjlki.webp; https://utfc.ru/upload/resize_cache/iblock/277/140_140_0/7msq9rr5dn996fgzipsjta3tnxg7drl0.png; https://utfc.ru/upload/resize_cache/iblock/c51/140_140_0/pb4dugnb3y0ud4n1chngury1dgte0l7o.png; https://utfc.ru/upload/resize_cache/iblock/431/140_140_0/16ac9bhyteolef4u7g0x9glhu9pdjlki.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9f2/mva6z9joa5cv0n6cyb28vdt0nz3x98nt.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""540 мм"", ""Высота:"": ""850 мм"", ""Глубина:"": ""565 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""960 мм"", ""Глубина упаковки:"": ""620 мм"", ""Вес брутто:"": ""5,2 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,4 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""960 мм"", ""Глубина упаковки:"": ""620 мм"", ""Вес брутто:"": ""5,2 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,4 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/afrodita_lux_ch/
Стул Джуно Люкс D8 (темный орех) S-0422 (темно-серый),,djuno_lux,https://utfc.ru/upload/resize_cache/iblock/faf/140_140_0/wtcre7a1zbnwqmxz8200gry5o7xbtwq0.png; https://utfc.ru/upload/resize_cache/iblock/264/140_140_0/j1a5o0had1ttd7ejyvetjn8g63udlcqc.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/692/826xdvj2ij6lawg6e1iecqdioa0a11e9.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/264/j1a5o0had1ttd7ejyvetjn8g63udlcqc.webp; https://utfc.ru/upload/resize_cache/iblock/42b/140_140_0/52bdjwadp3cabxs4oswry2owedxbye99.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/faf/wtcre7a1zbnwqmxz8200gry5o7xbtwq0.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/42b/52bdjwadp3cabxs4oswry2owedxbye99.webp; https://utfc.ru/upload/resize_cache/iblock/692/140_140_0/826xdvj2ij6lawg6e1iecqdioa0a11e9.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/35f/7ozq7ewzq0d4pcuqae15iq1jh50w1v39.webp; https://utfc.ru/upload/resize_cache/iblock/35f/140_140_0/7ozq7ewzq0d4pcuqae15iq1jh50w1v39.png,,,,,,,"{""Размер:"": {""Ширина:"": ""550 мм"", ""Высота:"": ""840 мм"", ""Глубина:"": ""600 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,07 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон (2шт/уп)"", ""Объём:"": ""0,07 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/djuno_lux/
Стул Честер BL 4L Moderno 02 (серый),,chester_bl_4l,https://utfc.ru/upload/resize_cache/iblock/521/140_140_0/8mh9fyf38bxj56je91j7q218in1h69b7.png; https://utfc.ru/upload/iblock/9ea/bn44sib602peui3cumqql3lnvmb3cmj1.png; https://utfc.ru/upload/iblock/f7e/svmj7rbg6hteapd9jjs33gk8wqhs9gm6.png; https://utfc.ru/upload/resize_cache/iblock/207/140_140_0/n4cx8jc0u93p5pvd1yoo946i21lofofn.png; https://utfc.ru/upload/resize_cache/iblock/c52/140_140_0/zsopnbvjj6puj9nqjl03ba0cm1k32m7q.png; https://utfc.ru/upload/iblock/207/n4cx8jc0u93p5pvd1yoo946i21lofofn.png; https://utfc.ru/upload/resize_cache/iblock/9ea/140_140_0/bn44sib602peui3cumqql3lnvmb3cmj1.png; https://utfc.ru/upload/resize_cache/iblock/f7e/140_140_0/svmj7rbg6hteapd9jjs33gk8wqhs9gm6.png; https://utfc.ru/upload/iblock/c52/zsopnbvjj6puj9nqjl03ba0cm1k32m7q.png; https://utfc.ru/upload/iblock/521/8mh9fyf38bxj56je91j7q218in1h69b7.png,,,,,,,"{""Размер:"": {""Ширина:"": ""450 мм"", ""Высота:"": ""900 мм"", ""Глубина:"": ""600 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""900 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон, стрейч-пленка"", ""Объём:"": ""0,068 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""900 мм"", ""Высота упаковки:"": ""676 мм"", ""Глубина упаковки:"": ""490 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон, стрейч-пленка"", ""Объём:"": ""0,068 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/chester_bl_4l/
Стул Неон BL Z10 (темно-коричневый),,neon_bl,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4b1/422tocfi2dcnt1sam3sc3yiubudgocid.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/50e/v53qn3mvwmfc0n0x6xg51wztk33hds3d.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5e8/xg1v1t570bppc28t8iad1ol3xw9snmrc.webp; https://utfc.ru/upload/resize_cache/iblock/ec4/140_140_0/8obvcv22j9ez9xz7av6kt13k69truoch.png; https://utfc.ru/upload/resize_cache/iblock/4b1/140_140_0/422tocfi2dcnt1sam3sc3yiubudgocid.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ec4/8obvcv22j9ez9xz7av6kt13k69truoch.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/2b7/yi7qepiglsy9qepum36j25ls8kpjb9cb.webp; https://utfc.ru/upload/resize_cache/iblock/5e8/140_140_0/xg1v1t570bppc28t8iad1ol3xw9snmrc.png; https://utfc.ru/upload/resize_cache/iblock/50e/140_140_0/v53qn3mvwmfc0n0x6xg51wztk33hds3d.png; https://utfc.ru/upload/resize_cache/iblock/2b7/140_140_0/yi7qepiglsy9qepum36j25ls8kpjb9cb.png,,,,,,,"{""Размер:"": {""Ширина:"": ""440 мм"", ""Высота:"": ""810 мм"", ""Глубина:"": ""490 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Вес брутто:"": ""4,3 кг"", ""Материал упаковки:"": ""Стрейч-пленка (каркас)"", ""Объём:"": ""0,05 м.куб""}, ""Размер упаковки:"": {""Вес брутто:"": ""4,3 кг"", ""Материал упаковки:"": ""Стрейч-пленка (каркас)"", ""Объём:"": ""0,05 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/neon_bl/
Форум BL Z01 (белый),,forum_bl,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e86/arwbr5onu10me24b9xddq57z4apq4ib0.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/2ae/h0osdel82saniee8me31lgox44odt3kk.webp; https://utfc.ru/upload/resize_cache/iblock/d46/140_140_0/y072lsfczu94tzkxa06zwtz6h4n956pi.png; https://utfc.ru/upload/resize_cache/iblock/8a9/140_140_0/2abuzc9xlsalvqn5ky3khzids6u7c55q.png; https://utfc.ru/upload/resize_cache/iblock/e86/140_140_0/arwbr5onu10me24b9xddq57z4apq4ib0.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/654/ux4emhd9ha2d3i00ghnu4byfey0l1gb0.webp; https://utfc.ru/upload/resize_cache/iblock/654/140_140_0/ux4emhd9ha2d3i00ghnu4byfey0l1gb0.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8a9/2abuzc9xlsalvqn5ky3khzids6u7c55q.webp; https://utfc.ru/upload/resize_cache/iblock/2ae/140_140_0/h0osdel82saniee8me31lgox44odt3kk.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d46/y072lsfczu94tzkxa06zwtz6h4n956pi.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""635 мм"", ""Высота:"": ""890 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Вес брутто:"": ""9,9 кг"", ""Материал упаковки:"": ""Стрейч-пленка (каркас)"", ""Объём:"": ""0,23 м.куб""}, ""Размер упаковки:"": {""Вес брутто:"": ""9,9 кг"", ""Материал упаковки:"": ""Стрейч-пленка (каркас)"", ""Объём:"": ""0,23 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/pos_chair/forum_bl/
